"","num_arms","outcome_type","n1","n2","mean1","mean2","sd1","sd2","trteff1","trteff2","MEM_power","MEMr_power","pval_power","MEM_contapprox_power","pval_chisq_power","MEMcutoff","pvalcutoff"
"125",1,"continuous",375,125,1,5,3.16227766016838,3.16227766016838,NA,NA,1,1,1,NA,NA,0.2,0.05
"126",1,"continuous",450,50,1,1,3.16227766016838,3.16227766016838,NA,NA,0.1209,0.0032,0.0534,NA,NA,0.2,0.05
"127",1,"continuous",450,50,1,2,3.16227766016838,3.16227766016838,NA,NA,0.7197,0.1913,0.5709,NA,NA,0.2,0.05
"128",1,"continuous",450,50,1,3,3.16227766016838,3.16227766016838,NA,NA,0.9969,0.8929,0.9887,NA,NA,0.2,0.05
"129",1,"continuous",450,50,1,4,3.16227766016838,3.16227766016838,NA,NA,1,0.9997,1,NA,NA,0.2,0.05
"130",1,"continuous",450,50,1,5,3.16227766016838,3.16227766016838,NA,NA,1,1,1,NA,NA,0.2,0.05
"131",1,"continuous",450,150,1,1,3.16227766016838,3.16227766016838,NA,NA,0.0681,0.0024,0.0503,NA,NA,0.2,0.05
"132",1,"continuous",450,150,1,2,3.16227766016838,3.16227766016838,NA,NA,0.9339,0.63,0.9167,NA,NA,0.2,0.05
"133",1,"continuous",450,150,1,3,3.16227766016838,3.16227766016838,NA,NA,1,0.9999,1,NA,NA,0.2,0.05
"134",1,"continuous",450,150,1,4,3.16227766016838,3.16227766016838,NA,NA,1,1,1,NA,NA,0.2,0.05
"135",1,"continuous",450,150,1,5,3.16227766016838,3.16227766016838,NA,NA,1,1,1,NA,NA,0.2,0.05
"136",1,"continuous",525,175,1,1,3.16227766016838,3.16227766016838,NA,NA,0.0645,0.0026,0.0539,NA,NA,0.2,0.05
"137",1,"continuous",525,175,1,2,3.16227766016838,3.16227766016838,NA,NA,0.9586,0.711,0.9512,NA,NA,0.2,0.05
"138",1,"continuous",525,175,1,3,3.16227766016838,3.16227766016838,NA,NA,1,1,1,NA,NA,0.2,0.05
"139",1,"continuous",525,175,1,4,3.16227766016838,3.16227766016838,NA,NA,1,1,1,NA,NA,0.2,0.05
"140",1,"continuous",525,175,1,5,3.16227766016838,3.16227766016838,NA,NA,1,1,1,NA,NA,0.2,0.05
"141",1,"continuous",540,60,1,1,3.16227766016838,3.16227766016838,NA,NA,0.1115,0.0024,0.0508,NA,NA,0.2,0.05
"142",1,"continuous",540,60,1,2,3.16227766016838,3.16227766016838,NA,NA,0.7526,0.2414,0.6363,NA,NA,0.2,0.05
"143",1,"continuous",540,60,1,3,3.16227766016838,3.16227766016838,NA,NA,0.9992,0.9455,0.9972,NA,NA,0.2,0.05
"144",1,"continuous",540,60,1,4,3.16227766016838,3.16227766016838,NA,NA,1,1,1,NA,NA,0.2,0.05
"145",1,"continuous",540,60,1,5,3.16227766016838,3.16227766016838,NA,NA,1,1,1,NA,NA,0.2,0.05
"146",1,"continuous",600,200,1,1,3.16227766016838,3.16227766016838,NA,NA,0.0586,0.0018,0.0499,NA,NA,0.2,0.05
"147",1,"continuous",600,200,1,2,3.16227766016838,3.16227766016838,NA,NA,0.9746,0.7824,0.9712,NA,NA,0.2,0.05
"148",1,"continuous",600,200,1,3,3.16227766016838,3.16227766016838,NA,NA,1,1,1,NA,NA,0.2,0.05
"149",1,"continuous",600,200,1,4,3.16227766016838,3.16227766016838,NA,NA,1,1,1,NA,NA,0.2,0.05
"150",1,"continuous",600,200,1,5,3.16227766016838,3.16227766016838,NA,NA,1,1,1,NA,NA,0.2,0.05
"151",1,"continuous",630,70,1,1,3.16227766016838,3.16227766016838,NA,NA,0.1001,0.0021,0.0493,NA,NA,0.2,0.05
"152",1,"continuous",630,70,1,2,3.16227766016838,3.16227766016838,NA,NA,0.7997,0.2915,0.7055,NA,NA,0.2,0.05
"153",1,"continuous",630,70,1,3,3.16227766016838,3.16227766016838,NA,NA,0.9995,0.9758,0.9985,NA,NA,0.2,0.05
"154",1,"continuous",630,70,1,4,3.16227766016838,3.16227766016838,NA,NA,1,1,1,NA,NA,0.2,0.05
"155",1,"continuous",630,70,1,5,3.16227766016838,3.16227766016838,NA,NA,1,1,1,NA,NA,0.2,0.05
"156",1,"continuous",675,225,1,1,3.16227766016838,3.16227766016838,NA,NA,0.053,0.0021,0.0498,NA,NA,0.2,0.05
"157",1,"continuous",675,225,1,2,3.16227766016838,3.16227766016838,NA,NA,0.9847,0.8393,0.9839,NA,NA,0.2,0.05
"158",1,"continuous",675,225,1,3,3.16227766016838,3.16227766016838,NA,NA,1,1,1,NA,NA,0.2,0.05
"159",1,"continuous",675,225,1,4,3.16227766016838,3.16227766016838,NA,NA,1,1,1,NA,NA,0.2,0.05
"160",1,"continuous",675,225,1,5,3.16227766016838,3.16227766016838,NA,NA,1,1,1,NA,NA,0.2,0.05
"161",1,"continuous",720,80,1,1,3.16227766016838,3.16227766016838,NA,NA,0.0873,0.0028,0.047,NA,NA,0.2,0.05
"162",1,"continuous",720,80,1,2,3.16227766016838,3.16227766016838,NA,NA,0.8333,0.3497,0.7647,NA,NA,0.2,0.05
"163",1,"continuous",720,80,1,3,3.16227766016838,3.16227766016838,NA,NA,0.9996,0.9883,0.9994,NA,NA,0.2,0.05
"164",1,"continuous",720,80,1,4,3.16227766016838,3.16227766016838,NA,NA,1,1,1,NA,NA,0.2,0.05
