"","num_arms","outcome_type","n1","n2","mean1","mean2","sd1","sd2","trteff1","trteff2","MEM_power","MEMr_power","pval_power","MEM_contapprox_power","pval_chisq_power","MEMcutoff","pvalcutoff"
"147",1,"continuous",400,400,1,4,10,10,NA,NA,0.9873,0.987,0.9887,NA,NA,"calibrated",0.05
"148",1,"continuous",400,400,1,5,1,1,NA,NA,1,1,1,NA,NA,"calibrated",0.05
"149",1,"continuous",400,400,1,5,3.16227766016838,3.16227766016838,NA,NA,1,1,1,NA,NA,"calibrated",0.05
"150",1,"continuous",400,400,1,5,10,10,NA,NA,0.9999,0.9999,0.9999,NA,NA,"calibrated",0.05
"151",1,"continuous",450,450,1,1,1,1,NA,NA,0.05,0.05,0.0526,NA,NA,"calibrated",0.05
"152",1,"continuous",450,450,1,1,3.16227766016838,3.16227766016838,NA,NA,0.05,0.05,0.0526,NA,NA,"calibrated",0.05
"153",1,"continuous",450,450,1,1,10,10,NA,NA,0.05,0.05,0.0526,NA,NA,"calibrated",0.05
"154",1,"continuous",450,450,1,2,1,1,NA,NA,1,1,1,NA,NA,"calibrated",0.05
"155",1,"continuous",450,450,1,2,3.16227766016838,3.16227766016838,NA,NA,0.9975,0.9977,0.9979,NA,NA,"calibrated",0.05
"156",1,"continuous",450,450,1,2,10,10,NA,NA,0.3189,0.3186,0.3251,NA,NA,"calibrated",0.05
"157",1,"continuous",450,450,1,3,1,1,NA,NA,1,1,1,NA,NA,"calibrated",0.05
"158",1,"continuous",450,450,1,3,3.16227766016838,3.16227766016838,NA,NA,1,1,1,NA,NA,"calibrated",0.05
"159",1,"continuous",450,450,1,3,10,10,NA,NA,0.8462,0.8461,0.85,NA,NA,"calibrated",0.05
"160",1,"continuous",450,450,1,4,1,1,NA,NA,1,1,1,NA,NA,"calibrated",0.05
"161",1,"continuous",450,450,1,4,3.16227766016838,3.16227766016838,NA,NA,1,1,1,NA,NA,"calibrated",0.05
"162",1,"continuous",450,450,1,4,10,10,NA,NA,0.9951,0.995,0.9954,NA,NA,"calibrated",0.05
"163",1,"continuous",450,450,1,5,1,1,NA,NA,1,1,1,NA,NA,"calibrated",0.05
"164",1,"continuous",450,450,1,5,3.16227766016838,3.16227766016838,NA,NA,1,1,1,NA,NA,"calibrated",0.05
"165",1,"continuous",450,450,1,5,10,10,NA,NA,1,1,1,NA,NA,"calibrated",0.05
